R2_1,j_2,1,87076,87086,50,0.2
M1,j_2,1,87076,87083,50,0.2
R6_3,j_3,1,157297,157325,100,0.49
J4_2_3,j_3,1,157329,157376,100,0.59
R2_1,j_3,1,157322,157328,100,0.39
J8_3_7,j_3,1,157331,157376,100,0.59
M3,j_3,1,157213,157295,100,0.3
R9_8,j_3,1,157376,157381,100,0.39
R1_3,j_3,1,157297,157322,100,0.49
R5_4,j_3,1,157376,157381,100,0.39
R7_6,j_3,1,157326,157330,100,0.39
M1,j_7,1,299703,299707,100,0.3
R2_1,j_7,1,299707,299710,100,0.39
R5_4,j_8,1,316284,316295,50,0.2
M6,j_8,1,316284,316297,50,0.2
R16_15,j_8,1,316284,316310,50,0.2
R10_9,j_8,1,316284,316294,50,0.2
M1,j_8,1,316284,316295,50,0.2
R15_14,j_8,1,316284,316310,50,0.2
M8,j_8,1,316284,316294,50,0.2
M11,j_8,1,316284,316302,50,0.2
J13_2_5_7_12,j_8,1,316284,316310,50,0.2
J12_10_11,j_8,1,316284,316302,50,0.2
R2_1,j_8,1,316284,316295,50,0.2
R7_6,j_8,1,316284,316305,50,0.3
R4_3,j_8,1,316284,316295,50,0.2
R14_13,j_8,1,316284,316310,50,0.2
R9_8,j_8,1,316284,316294,50,0.2
R17_16,j_8,1,316284,316310,50,0.2
M3,j_8,1,316284,316295,50,0.2
M4_3,j_15,1,119444,119493,100,0.3
M1,j_15,1,119444,119471,100,0.3
R3_2,j_15,1,119444,119471,100,0.39
R5_4,j_15,1,119444,119493,100,0.39
R2_1,j_15,1,119444,119471,100,0.49
M1,j_16,1,209345,209349,50,0.39
M1,j_25,1,222975,222978,100,0.3
R2_1,j_25,1,222975,222978,100,0.49
R3_2,j_25,1,222975,222978,100,0.39
M1,j_30,1,97678,97679,100,0.2
R3_2,j_31,1,188349,188357,50,0.2
M1,j_31,1,188349,188354,50,0.2
R2_1,j_31,1,188349,188355,50,0.2
M1,j_34,1,669954,669955,100,0.3
M3,j_34,1,669954,669965,100,0.3
R7_6,j_34,1,669954,669956,100,0.39
M8_5_7,j_34,1,669954,669976,100,0.3
J9_2_3_8,j_34,1,669954,669988,100,0.59
R10_9,j_34,1,669954,670005,100,0.39
M6,j_34,1,669954,669955,100,0.3
R2_1,j_34,1,669954,669962,100,0.39
R5_4,j_34,1,669954,669956,100,0.39
M4,j_34,1,669954,669955,100,0.3
M1,j_35,1,420324,420328,50,0.3
M1,j_37,1,416079,416079,100,0.2
J6_2_5,j_49,1,231440,231727,100,0.59
M3,j_49,1,231440,231440,100,0.3
M5_4,j_49,1,231440,231492,100,0.3
R7_6,j_49,1,231440,231727,100,0.39
R2_1,j_49,1,231440,231441,100,0.39
M1,j_49,1,231440,231441,100,0.3
R4_3,j_49,1,231440,231440,100,0.39
R2_1,j_52,1,545783,545784,50,0.2
M1,j_52,1,545783,545784,50,0.2
M1,j_53,1,546934,546950,50,0.2
M1,j_60,1,274091,274102,100,0.2
M1,j_65,1,416794,416794,100,0.2
M2,j_66,1,178509,178513,50,0.3
J3_1_2,j_66,1,178509,178533,50,0.3
M1,j_66,1,178509,178522,50,0.39
M1,j_67,1,618233,618234,100,0.2
M1,j_69,10,243225,243228,100,0.1
M1,j_73,1,363607,363608,100,0.3
R3_2,j_73,1,363607,363608,100,0.49
R2_1,j_73,1,363607,363608,100,0.49
R4_3,j_73,1,363607,363608,100,0.49
